plotId,external_id,Area,Geometry_type,Country,ProducerCountry,Admin_Level_1,Centroid_lon,Centroid_lat,Unit,In_waterbody,EUFO_2020,GLAD_Primary,TMF_undist,JAXA_FNF_2020,GFC_TC_2020,Forest_FDaP,ESA_TC_2020,TMF_plant,Oil_palm_Descals,Oil_palm_FDaP,Cocoa_FDaP,Cocoa_ETH,Cocoa_bnetd,Rubber_FDaP,Rubber_RBGE,Soy_Song_2020,TMF_def_2000,TMF_def_2001,TMF_def_2002,TMF_def_2003,TMF_def_2004,TMF_def_2005,TMF_def_2006,TMF_def_2007,TMF_def_2008,TMF_def_2009,TMF_def_2010,TMF_def_2011,TMF_def_2012,TMF_def_2013,TMF_def_2014,TMF_def_2015,TMF_def_2016,TMF_def_2017,TMF_def_2018,TMF_def_2019,TMF_def_2020,TMF_def_2021,TMF_def_2022,TMF_def_2023,TMF_deg_2000,TMF_deg_2001,TMF_deg_2002,TMF_deg_2003,TMF_deg_2004,TMF_deg_2005,TMF_deg_2006,TMF_deg_2007,TMF_deg_2008,TMF_deg_2009,TMF_deg_2010,TMF_deg_2011,TMF_deg_2012,TMF_deg_2013,TMF_deg_2014,TMF_deg_2015,TMF_deg_2016,TMF_deg_2017,TMF_deg_2018,TMF_deg_2019,TMF_deg_2020,TMF_deg_2021,TMF_deg_2022,TMF_deg_2023,GFC_loss_year_2001,GFC_loss_year_2002,GFC_loss_year_2003,GFC_loss_year_2004,GFC_loss_year_2005,GFC_loss_year_2006,GFC_loss_year_2007,GFC_loss_year_2008,GFC_loss_year_2009,GFC_loss_year_2010,GFC_loss_year_2011,GFC_loss_year_2012,GFC_loss_year_2013,GFC_loss_year_2014,GFC_loss_year_2015,GFC_loss_year_2016,GFC_loss_year_2017,GFC_loss_year_2018,GFC_loss_year_2019,GFC_loss_year_2020,GFC_loss_year_2021,GFC_loss_year_2022,GFC_loss_year_2023,RADD_year_2019,RADD_year_2020,RADD_year_2021,RADD_year_2022,RADD_year_2023,RADD_year_2024,RADD_year_2025,ESA_fire_2001,ESA_fire_2002,ESA_fire_2003,ESA_fire_2004,ESA_fire_2005,ESA_fire_2006,ESA_fire_2007,ESA_fire_2008,ESA_fire_2009,ESA_fire_2010,ESA_fire_2011,ESA_fire_2012,ESA_fire_2013,ESA_fire_2014,ESA_fire_2015,ESA_fire_2016,ESA_fire_2017,ESA_fire_2018,ESA_fire_2019,ESA_fire_2020,MODIS_fire_2000,MODIS_fire_2001,MODIS_fire_2002,MODIS_fire_2003,MODIS_fire_2004,MODIS_fire_2005,MODIS_fire_2006,MODIS_fire_2007,MODIS_fire_2008,MODIS_fire_2009,MODIS_fire_2010,MODIS_fire_2011,MODIS_fire_2012,MODIS_fire_2013,MODIS_fire_2014,MODIS_fire_2015,MODIS_fire_2016,MODIS_fire_2017,MODIS_fire_2018,MODIS_fire_2019,MODIS_fire_2020,MODIS_fire_2021,MODIS_fire_2022,MODIS_fire_2023,MODIS_fire_2024,MODIS_fire_2025,TMF_deg_before_2020,TMF_def_before_2020,GFC_loss_before_2020,ESA_fire_before_2020,MODIS_fire_before_2020,RADD_before_2020,TMF_deg_after_2020,TMF_def_after_2020,GFC_loss_after_2020,MODIS_fire_after_2020,RADD_after_2020,DIST_after_2020,GFT_primary,IFL_2020,European_Primary_Forest,GFT_naturally_regenerating,GFT_planted_plantation,IIASA_planted_plantation,TMF_regrowth_2023,ESRI_2023_TC,GLC_FCS30D_TC_2022,Oil_palm_2023_FDaP,Rubber_2023_FDaP,Cocoa_2023_FDaP,ESRI_2023_crop,GLC_FCS30D_crop_2022,GFW_logging,geo,Ind_01_treecover,Ind_02_commodities,Ind_03_disturbance_before_2020,Ind_04_disturbance_after_2020,Ind_05_primary_2020,Ind_06_nat_reg_forest_2020,Ind_07_planted_plantations_2020,Ind_08_planted_plantations_post_2020,Ind_09_treecover_post_2020,Ind_10_agri_post_2020,Ind_11_logging_concession,risk_pcrop,risk_acrop,risk_timber
10,,3.797,Polygon,CIV,CI,District Autonome D'Abidjan,-4.119589490048954,5.57213627672752,ha,False,0.0,0.0,0.0,3.797,2.636,2.794,3.797,0.0,0.0,0.381,0.004,0.0,0.05,2.016,0.0,0.0,0.034,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.019,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.326,0.0,0.023,0.22,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.096,1.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.212,0.0,0.0,2.857,3.797,3.717,0.68,3.134,0.0,0.0,0.08,,"{'type': 'Polygon', 'coordinates': [[[-4.120629000000036, 5.571139000004067], [-4.120286000003109, 5.570781999996999], [-4.1201090000019445, 5.571107000001421], [-4.119583000003357, 5.571113000001916], [-4.118923999998262, 5.571903000004371], [-4.118043999997346, 5.572335000004168], [-4.119003999995895, 5.572853000002094], [-4.119759999995538, 5.573413999999084], [-4.12001799999891, 5.57303499999918], [-4.120392999998484, 5.572478999998111], [-4.120345000003497, 5.571791000004092], [-4.120629000000036, 5.571139000004067]]]}",yes,yes,yes,no,no,yes,no,no,yes,yes,no,low,low,low
11,,3.615,Polygon,CIV,CI,Montagnes,-7.507022320770948,6.071467734582957,ha,False,1.017,0.0,0.0,3.615,1.659,1.537,3.546,0.0,0.0,0.439,0.556,0.0,0.784,2.272,0.0,0.0,0.059,0.0,0.0,0.089,0.0,0.0,0.089,0.464,0.135,0.033,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.0,0.0,0.0,0.0,0.0,1.083,0.143,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.959,1.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.486,0.0,0.0,0.0,3.615,3.594,0.105,2.585,0.412,0.0,0.021,,"{'type': 'Polygon', 'coordinates': [[[-7.507894999996725, 6.072487999997627], [-7.507594000003271, 6.070454999995675], [-7.506064999998087, 6.070470999996998], [-7.506563999998933, 6.072546999998015], [-7.507894999996725, 6.072487999997627]]]}",yes,yes,yes,no,no,yes,no,no,yes,yes,no,low,low,low
12,,0.236,Polygon,NIC,NI,Jinotega (Departamento),-85.92967279231101,13.298333063910203,ha,False,0.236,0.236,0.226,0.082,0.236,0.236,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.236,0.236,0.0,0.0,0.0,0.0,0.0,,"{'type': 'Polygon', 'coordinates': [[[-85.92994499999998, 13.298425999999733], [-85.92993600000372, 13.298136000002698], [-85.92941900000139, 13.298154000004187], [-85.92940599999582, 13.298389999996756], [-85.92941900000139, 13.298480000004199], [-85.92941900000139, 13.298523999998855], [-85.92971800000366, 13.298538000000013], [-85.92986900000267, 13.298501999997036], [-85.92994499999998, 13.298425999999733]]]}",yes,no,no,yes,yes,yes,no,no,yes,no,no,high,high,low
13,,2.255,Polygon,NIC,NI,Jinotega (Departamento),-85.62684809448668,13.539724314287495,ha,False,0.0,0.0,0.0,2.255,0.458,1.309,2.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367,0.0,0.0,,0.0,0.0,0.0,2.255,0.0,0.0,0.249,1.588,2.054,0.0,0.0,0.0,0.0,0.201,,"{'type': 'Polygon', 'coordinates': [[[-85.62784600000138, 13.540733999998507], [-85.62667299999869, 13.538392999998031], [-85.62625400000447, 13.538567000003438], [-85.62657499999958, 13.539003999999156], [-85.62597700000401, 13.539820000003763], [-85.62678400000338, 13.540487999996127], [-85.62784600000138, 13.540733999998507]]]}",yes,no,no,yes,no,yes,no,no,yes,no,no,high,high,low
14,,0.799,Polygon,NIC,NI,Jinotega (Departamento),-85.94446494180862,13.166413216868746,ha,False,0.267,0.0,0.0,0.192,0.463,0.344,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,,0.0,0.0,0.0,0.799,0.0,0.0,0.156,0.742,0.627,0.0,0.0,0.0,0.0,0.0,,"{'type': 'Polygon', 'coordinates': [[[-85.94495399999713, 13.166735999995836], [-85.94482999999586, 13.166083999995811], [-85.9447809999963, 13.165883999997236], [-85.94425899999804, 13.166025999999997], [-85.94417400000448, 13.166213999997579], [-85.94413400000117, 13.16635600000034], [-85.94393299999803, 13.166413999996154], [-85.94388399999846, 13.166757999997655], [-85.94442399999821, 13.166775999999144], [-85.94469600000274, 13.166779999999475], [-85.94495399999713, 13.166735999995836]]]}",yes,no,no,no,no,yes,no,no,yes,no,no,more_info_needed,more_info_needed,low
15,,0.269,Polygon,NIC,NI,Jinotega (Departamento),-85.85464952149805,13.290698442076803,ha,False,0.124,0.0,0.0,0.269,0.269,0.269,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,,0.0,0.0,0.0,0.269,0.0,0.0,0.082,0.178,0.269,0.0,0.0,0.0,0.0,0.0,,"{'type': 'Polygon', 'coordinates': [[[-85.85499699999974, 13.290622999996678], [-85.85494800000018, 13.290565000000864], [-85.85478700000034, 13.290591999998606], [-85.85477800000409, 13.290497999999815], [-85.85485800000171, 13.290434999999096], [-85.85473299999587, 13.290314999998154], [-85.85464000000165, 13.290296999996665], [-85.85466200000347, 13.290426999998434], [-85.85465800000314, 13.290644999998497], [-85.8543049999964, 13.290662999999986], [-85.85407800000009, 13.290730000001036], [-85.85459100000209, 13.290895000001207], [-85.85480900000216, 13.290978999999172], [-85.8548760000032, 13.290868000003465], [-85.85499699999974, 13.290622999996678]]]}",yes,no,no,yes,no,yes,no,no,yes,no,no,high,high,low
16,,1.019,Polygon,CMR,CM,Centre,12.596546066977634,4.232425591179579,ha,False,1.019,1.019,0.982,1.019,1.019,1.019,1.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.019,0.0,0.0,0.0,1.019,1.019,0.0,0.0,0.0,0.0,0.0,,"{'type': 'Polygon', 'coordinates': [[[12.595622999999598, 4.232555999999867], [12.59573900000021, 4.232150999997812], [12.595957000000272, 4.23220900000261], [12.596452000000788, 4.232270999998754], [12.59673300000157, 4.232011999999791], [12.596790999997383, 4.231879000002266], [12.596947000001302, 4.232199999997373], [12.597210000000596, 4.23232500000322], [12.59747299999989, 4.23228000000399], [12.597432999996581, 4.2324540000004145], [12.597397000002587, 4.2326769999964], [12.597102999996238, 4.232690000001967], [12.59661700000096, 4.232663000004226], [12.596171000000005, 4.232672000000478], [12.595757000001697, 4.232663000004226], [12.595622999999598, 4.232555999999867]]]}",yes,no,no,no,yes,yes,no,no,yes,no,no,more_info_needed,more_info_needed,low
17,,1.006,Polygon,CMR,CM,Centre,12.640106802855511,4.199724075851093,ha,False,1.006,0.521,0.01,1.006,0.521,1.006,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406,0.59,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,,0.0,0.0,0.0,1.006,0.0,0.0,0.59,1.006,1.006,0.0,0.0,0.0,0.0,0.0,,"{'type': 'Polygon', 'coordinates': [[[12.639447000003871, 4.199843999998336], [12.639566999995829, 4.199821999996517], [12.639602999998807, 4.1997600000003725], [12.63970099999793, 4.19957200000279], [12.639973000002458, 4.199224999996549], [12.64005300000009, 4.199010999996816], [12.640374000004181, 4.199277999996441], [12.64065099999565, 4.199599000000531], [12.640513000002203, 4.199843999998336], [12.640419000003412, 4.200071999999227], [12.640248999998335, 4.20037999999775], [12.639945999995733, 4.200200999996421], [12.639447000003871, 4.199843999998336]]]}",yes,no,yes,no,yes,yes,no,no,yes,no,no,low,more_info_needed,low
18,,4.242,Polygon,CMR,CM,Centre,12.328070136882275,4.25841247772794,ha,False,4.242,3.442,4.242,4.242,4.242,4.242,4.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.242,0.0,0.0,0.0,4.242,4.242,0.0,0.0,0.0,0.0,0.0,,"{'type': 'Polygon', 'coordinates': [[[12.326913000000143, 4.258232000003388], [12.327179999999768, 4.258018000003656], [12.327135999996127, 4.257790000002765], [12.32748799999829, 4.257692000003643], [12.327750999997583, 4.257425000004019], [12.328023000002114, 4.257755000004361], [12.32849600000081, 4.257660999996587], [12.329190999999899, 4.257495999996416], [12.329423000001121, 4.257978000000347], [12.329494999998092, 4.258116000002778], [12.32949000000217, 4.258436999997885], [12.329280999998359, 4.258397000003559], [12.329025999999727, 4.258664000003184], [12.328571999998111, 4.258923000002147], [12.327986999999137, 4.2592439999972544], [12.327732999996096, 4.259538000003603], [12.327212000002413, 4.2594360000041505], [12.327059999998825, 4.2593379999960455], [12.326953000003451, 4.2589319999984], [12.326966000000034, 4.258391999998654], [12.326913000000143, 4.258232000003388]]]}",yes,no,no,no,yes,yes,no,no,yes,no,no,more_info_needed,more_info_needed,low
19,,0.435,Polygon,CMR,CM,Centre,12.59232330536205,4.229365113376266,ha,False,0.433,0.258,0.309,0.435,0.271,0.435,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.002,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.435,0.0,0.0,0.0,0.435,0.435,0.0,0.0,0.0,0.0,0.0,,"{'type': 'Polygon', 'coordinates': [[[12.591979999999237, 4.229279000002828], [12.59203299999913, 4.22905999999819], [12.592136000003157, 4.228949000002484], [12.592466000003501, 4.22917199999847], [12.592764000001198, 4.229416999996275], [12.592992000002088, 4.229554999998705], [12.59270199999607, 4.2294979999984825], [12.592157999995994, 4.229738000000365], [12.592118000001669, 4.229768999998438], [12.592091000003927, 4.229546000002452], [12.591979999999237, 4.229279000002828]]]}",yes,no,yes,no,yes,yes,no,no,yes,no,no,low,more_info_needed,low
